"","sector","district","ds","psu","ssu","hhuno","no_of_h_h","finalweight","sno1","Fzy_Housing_struc","Fzy_wall","Fzy_floor","Fzy_roof","Fzy_room","floorAre2","Fzy_Fl_area","Fzy_ownership","Fzy_elec","Fzy_safedw","Fzy_cookF","Fzy_toiTp","Fzy_housing_satis","Fzy_Housing_adq","Fzy_radio","Fzy_tv","Fzy_washmach","Fzy_refrig","Fzy_cooker","Fzy_fan","Fzy_tel_land","Fzy_mobile","Fzy_comp_des","Fzy_laptop","Fzy_mo_cycle","Fzy_threw","Fzy_bus","Fzy_clodq","Fzy_closaty","Fzy_buyclot"
"278","Rural","Badulla",21,33,1,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,1,1,0,0.5,0.33333334,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0.5,0.75
"279","Rural","Badulla",21,33,2,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.2,3,0.33333334,0,0,0,1,0,0.5,0.66666669,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0.25,0.75
"280","Rural","Badulla",21,33,3,1,1,288.8627468,4,0,"Permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,0,0,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"281","Rural","Badulla",21,33,4,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0.5,0.66666669,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.75
"282","Rural","Badulla",21,33,5,1,1,288.8627468,1,0,"Permanent","Semi permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,1,0.66666669,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0.5,0.75
"283","Rural","Badulla",21,33,6,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.25,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0.25,0.75
"284","Rural","Badulla",21,33,7,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0,4,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0.5,1
"285","Rural","Badulla",21,33,8,1,1,288.8627468,1,0,"Semi permanent","Semi permanent","Permanent",0.60000002,2,0.66666669,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0.5,0.75
"286","Rural","Badulla",21,33,9,1,1,288.8627468,1,0,"Permanent","Semi permanent","Permanent",0.80000001,2,0.66666669,0,0,1,1,1,0.5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.25,1
"287","Rural","Badulla",21,33,10,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,1,1,0,0.25,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0.25,1
"288","Rural","Badulla",21,37,1,1,1,265.1854725,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0.5
"289","Rural","Badulla",21,37,2,1,1,265.1854725,2,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0.5
"290","Rural","Badulla",21,37,3,1,1,265.1854725,1,0,"Permanent","Permanent","Permanent",0.60000002,1,1,0,0,0,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"291","Rural","Badulla",21,37,4,1,1,265.1854725,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0.75
"292","Rural","Badulla",21,37,5,1,1,265.1854725,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0.75
"293","Rural","Badulla",21,37,6,1,1,265.1854725,1,0,"Permanent","Semi permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.75,0.33333334,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0.75
"294","Rural","Badulla",21,37,7,1,1,265.1854725,4,0,"Permanent","Permanent","Permanent",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0.75
"295","Rural","Badulla",21,37,8,1,1,265.1854725,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,1,1,0,0.25,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0.75
"296","Rural","Badulla",21,37,9,1,1,265.1854725,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0.75
"297","Rural","Badulla",21,37,10,1,1,265.1854725,2,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,1,0.33333334,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0.75
"298","Rural","Badulla",27,41,1,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,1,0.66666669,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0.5,0.75
"299","Rural","Badulla",27,41,2,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.75,0.33333334,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0.5,0.75
"300","Rural","Badulla",27,41,3,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.25,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.25,0.75
"301","Rural","Badulla",27,41,4,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,1,0.66666669,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0.5,0.5
"302","Rural","Badulla",27,41,5,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.75
"303","Rural","Badulla",27,41,6,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0.5,0.33333334,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0.75,0.75
"304","Rural","Badulla",27,41,7,1,1,288.8627468,2,0,"Semi permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.5,0.33333334,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0.75,0.75
"305","Rural","Badulla",27,41,8,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0.5,0.33333334,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0.5,0.75
"306","Rural","Badulla",27,41,9,1,1,288.8627468,4,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.25,0.33333334,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0.5,0.75
"307","Rural","Badulla",27,41,10,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.60000002,4,0,0,0,0,1,0,0.5,0.33333334,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0.5,0.75
"308","Rural","Badulla",27,42,1,1,1,248.9386273,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.25,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.75
"309","Rural","Badulla",27,42,2,1,1,248.9386273,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0.25,0.75
"310","Rural","Badulla",27,42,4,1,1,248.9386273,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0.25,0.75
"311","Rural","Badulla",27,42,5,1,1,248.9386273,1,0,"Permanent","Permanent","Permanent",0.2,3,0.33333334,0,0,0,1,0,0.5,0.66666669,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.25,0.75
"312","Rural","Badulla",27,42,6,1,1,248.9386273,1,0,"Permanent","Semi permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.75,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"313","Rural","Badulla",27,42,7,1,1,248.9386273,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,1
"314","Rural","Badulla",27,42,8,1,1,248.9386273,2,0,"Permanent","Permanent","Permanent",0,4,0,0,0,0,1,0,0.5,0.33333334,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0.25,0.75
"315","Rural","Badulla",27,42,9,1,1,248.9386273,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0.33333334,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0.25,0.75
"316","Rural","Badulla",27,42,10,1,1,248.9386273,3,0,"Permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,0,0,1,0,0.75,0.66666669,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0.75,0.75
"317","Rural","Badulla",27,43,1,1,1,294.3648944,1,0,"Permanent","Permanent","Permanent",0.2,3,0.33333334,0,0,0,1,0,0.75,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"318","Rural","Badulla",27,43,2,1,1,294.3648944,2,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.75,0.66666669,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0.5,0.75
"319","Rural","Badulla",27,43,3,1,1,294.3648944,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.5,0.33333334,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0.25,0.75
"320","Rural","Badulla",27,43,4,1,1,294.3648944,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.25,0.33333334,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0.25,0.75
"321","Rural","Badulla",27,43,5,1,1,294.3648944,1,0,"Permanent","Permanent","Permanent",0.2,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0.25,0.75
"322","Rural","Badulla",27,43,6,1,1,294.3648944,1,0,"Permanent","Semi permanent","Permanent",0.60000002,1,1,0,0,0,1,0,0.5,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0.25,1
"323","Rural","Badulla",27,43,7,1,1,294.3648944,2,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0.25,0.66666669,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.25,0.75
"324","Rural","Badulla",27,43,8,1,1,294.3648944,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"325","Rural","Badulla",27,43,9,1,1,294.3648944,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.75,0.33333334,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.25,0.75
"326","Rural","Badulla",27,43,10,1,1,294.3648944,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"327","Rural","Badulla",27,44,2,1,1,284.2776239,2,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0.5,0,0,1,0,0.25,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0.25,0.75
"328","Rural","Badulla",27,44,3,1,1,284.2776239,2,0,"Semi permanent","Semi permanent","Permanent",0.80000001,1,1,0.25,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0.5,0.75
"329","Rural","Badulla",27,44,4,1,1,284.2776239,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0.25,0,0,1,0,0.5,0.33333334,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.5,0.75
"330","Rural","Badulla",27,44,5,1,1,284.2776239,4,0,"Permanent","Permanent","Permanent",0.2,2,0.66666669,0,0,0,0,0,0.25,0.33333334,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0.5,0.75
"331","Rural","Badulla",27,44,6,1,1,284.2776239,1,0,"Semi permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,0,0,1,0,0.25,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"332","Rural","Badulla",27,44,7,1,2,284.2776239,1,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.75,0.75
"333","Rural","Badulla",27,44,7,2,2,284.2776239,2,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.75,0.75
"334","Rural","Badulla",27,44,8,1,2,284.2776239,1,0,"Permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,0,0,1,0,0.5,0.33333334,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0.25,1
"335","Rural","Badulla",27,44,8,2,2,284.2776239,1,0,"Permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,0,0,1,0,0.5,0.33333334,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0.5,0.75
"336","Rural","Badulla",27,44,9,1,1,284.2776239,1,0,"Permanent","Permanent","Permanent",0.2,3,0.33333334,0,0,0,1,0,0.25,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0.5,0.75
"337","Rural","Badulla",27,44,10,1,1,284.2776239,2,0,"Permanent","Permanent","Permanent",0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0.75
"338","Rural","Badulla",27,46,1,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.80000001,1,1,0,0,1,1,0,0.75,0.33333334,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0.75
"339","Rural","Badulla",27,46,2,1,1,288.8627468,1,0,"Permanent","Semi permanent","Permanent",0.40000001,1,1,1,0,1,1,0,0.5,0.33333334,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.25,0.75
"340","Rural","Badulla",27,46,3,1,1,288.8627468,1,0,"Permanent","Semi permanent","Permanent",0.2,3,0.33333334,0,0,1,1,0,0.5,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0.25,0.75
"341","Rural","Badulla",27,46,4,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"342","Rural","Badulla",27,46,5,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.60000002,1,1,0,0,1,1,0,0.5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.25,1
"343","Rural","Badulla",27,46,6,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.80000001,1,1,0,0,1,1,0,0.25,0.33333334,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.5,1
"344","Rural","Badulla",27,46,7,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,1,1,0,0.25,0.33333334,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0.25,0.75
"345","Rural","Badulla",27,46,8,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,1,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"346","Rural","Badulla",27,46,9,1,1,288.8627468,3,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,1,1,0,0.75,0.66666669,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"347","Rural","Badulla",27,46,10,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,1,1,0,0.25,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0.25,0.75
"348","Rural","Badulla",27,49,1,1,1,291.4651139,1,0,"Permanent","Permanent","Permanent",0,4,0,0,0,1,1,0,0.5,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1
"349","Rural","Badulla",27,49,2,1,1,291.4651139,1,0,"Permanent","Semi permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.75,0.33333334,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.75,0.75
"350","Rural","Badulla",27,49,3,1,1,291.4651139,2,0,"Permanent","Semi permanent","Permanent",0.40000001,4,0,0,0,1,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"351","Rural","Badulla",27,49,4,1,1,291.4651139,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0.25,0,1,1,0,0.5,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.5,0.25
"352","Rural","Badulla",27,49,5,1,1,291.4651139,1,0,"Permanent","Semi permanent","Permanent",0.60000002,2,0.66666669,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,1
"353","Rural","Badulla",27,49,6,1,1,291.4651139,1,0,"Permanent","Semi permanent","Permanent",0.80000001,1,1,0,0,1,1,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.75
"354","Rural","Badulla",27,49,7,1,1,291.4651139,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,1,1,0,0.25,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0.75,1
"355","Rural","Badulla",27,49,8,1,1,291.4651139,1,0,"Permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,0,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.75
"356","Rural","Badulla",27,49,9,1,1,291.4651139,2,0,"Permanent","Semi permanent","Permanent",0.40000001,3,0.33333334,0,0,1,1,0,0.75,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1.25
"357","Rural","Badulla",27,49,10,1,1,291.4651139,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0.75
"358","Rural","Badulla",30,50,1,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0.5,0.75
"359","Rural","Badulla",30,50,2,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,1,1,0,0.75,0.66666669,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0.25,0.75
"360","Rural","Badulla",30,50,3,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.25,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0.25,0.75
"361","Rural","Badulla",30,50,4,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,0,0,1,0,0.25,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,1
"362","Rural","Badulla",30,50,5,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,1,1,0,0.25,0.33333334,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0.5,1
"363","Rural","Badulla",30,50,6,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0.25,0.75
"364","Rural","Badulla",30,50,7,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,1,1,0,0.5,0.33333334,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0.75
"365","Rural","Badulla",30,50,8,1,1,288.8627468,4,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0.5,0.75
"366","Rural","Badulla",30,50,9,1,1,288.8627468,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0.5
"367","Rural","Badulla",30,50,10,1,1,288.8627468,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,1,1,0,0.25,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0.5,1
"368","Rural","Badulla",30,52,1,1,1,293.6771259,1,0,"Permanent","Semi permanent","Permanent",0.80000001,2,0.66666669,0,0,0,1,0,0.75,0.66666669,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.25,1
"369","Rural","Badulla",30,52,2,1,1,293.6771259,1,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0.75,0.33333334,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0.25,1
"370","Rural","Badulla",30,52,3,1,1,293.6771259,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.25,0.33333334,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.25,0.75
"371","Rural","Badulla",30,52,4,1,1,293.6771259,5,0,"Permanent","Permanent","Permanent",0.2,3,0.33333334,0,0,0,1,0,0.75,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"372","Rural","Badulla",30,52,5,1,1,293.6771259,2,0,"Permanent","Permanent","Permanent",1,1,1,0,0,0,1,0,0.75,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"373","Rural","Badulla",30,52,6,1,1,293.6771259,2,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0.5,0.33333334,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0.5,1
"374","Rural","Badulla",30,52,7,1,1,293.6771259,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0.5,1
"375","Rural","Badulla",30,52,8,1,1,293.6771259,2,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0.25,0.33333334,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0.5,0.75
"376","Rural","Badulla",30,52,9,1,1,293.6771259,1,0,"Permanent","Semi permanent","Permanent",0.80000001,2,0.66666669,0,0,1,1,0,0.5,0.33333334,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0.5,0.75
"377","Rural","Badulla",30,52,10,1,1,293.6771259,2,0,"Permanent","Permanent","Permanent",1,1,1,0,0,0,1,0,0.75,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.5
"378","Rural","Badulla",30,53,1,1,1,294.3129873,2,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,1,1,0,0.25,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0.25,0.75
"379","Rural","Badulla",30,53,2,1,1,294.3129873,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0.75
"380","Rural","Badulla",30,53,3,1,1,294.3129873,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,1,1,0,0.25,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0.75
"381","Rural","Badulla",30,53,4,1,1,294.3129873,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,1,1,0,0.75,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0.5
"382","Rural","Badulla",30,53,5,1,1,294.3129873,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0.25,0.75
"383","Rural","Badulla",30,53,6,1,1,294.3129873,1,0,"Permanent","Semi permanent","Permanent",0.40000001,4,0,0,0,1,1,0,0.75,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0.25,0.75
"384","Rural","Badulla",30,53,7,1,1,294.3129873,2,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,1,1,0,0.25,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0.25,0.75
"385","Rural","Badulla",30,53,8,1,1,294.3129873,2,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0.75
"386","Rural","Badulla",30,53,9,1,1,294.3129873,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,1,1,0,0.75,0.33333334,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0.25,0.5
"387","Rural","Badulla",30,53,10,1,1,294.3129873,3,0,"Permanent","Permanent","Permanent",0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0.75
"388","Rural","Badulla",30,54,1,1,1,291.6672395,2,0,"Permanent","Semi permanent","Permanent",1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.75,1
"389","Rural","Badulla",30,54,2,1,1,291.6672395,2,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0.5,0.75
"390","Rural","Badulla",30,54,3,1,1,291.6672395,2,0,"Permanent","Permanent","Permanent",0.60000002,4,0,0,0,0,1,0,0.75,0.66666669,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0.75
"391","Rural","Badulla",30,54,4,1,1,291.6672395,3,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,1,1,0,0.75,0.33333334,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0.5,0.75
"392","Rural","Badulla",30,54,5,1,1,291.6672395,2,0,"Permanent","Permanent","Permanent",0.60000002,4,0,0,0,0,1,0,0.75,0.66666669,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"393","Rural","Badulla",30,54,6,1,1,291.6672395,1,0,"Permanent","Semi permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,1,0.66666669,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1
"394","Rural","Badulla",30,54,7,1,1,291.6672395,3,0,"Permanent","Permanent","Permanent",0.2,3,0.33333334,0,0,0,1,0,0.5,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0.5,1
"395","Rural","Badulla",30,54,8,1,1,291.6672395,1,0,"Permanent","Semi permanent","Permanent",0.60000002,3,0.33333334,0,0,1,1,0,1,0.66666669,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75
"396","Rural","Badulla",30,54,9,1,1,291.6672395,2,0,"Permanent","Semi permanent","Permanent",0.2,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0.5,0.75
"397","Rural","Badulla",30,54,10,1,1,291.6672395,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0.75
"398","Rural","Badulla",30,55,1,1,1,257.8279063,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.75,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0.25,0.75
